gene	symbol	log2FoldChange	lfcSE	pvalue	padj
ENSG0117931	GENE17931	-1.84	0.339	0.03049195453169329	0.005820050496662888
ENSG0112743	GENE12743	-0.922	0.114	0.0133483226892962	0.005820295772707004
ENSG0100487	GENE487	2.698	0.305	0.06611221642225995	0.005830716157595169
ENSG0111170	GENE11170	0.875	0.446	0.01285473715862806	0.0058461714459413115
ENSG0100747	GENE747	-5.26	0.203	0.6717524222432314	0.0059060314276960825
ENSG0104962	GENE4962	-0.095	0.246	0.006444303262294393	0.005915610886029171
ENSG0100044	GENE44	1.333	0.307	0.019652976881478046	0.005920404144938999
ENSG0117123	GENE17123	-4.661	0.438	0.3931829342566715	0.005928206140473202
ENSG0117599	GENE17599	-0.239	0.304	0.007386514101708652	0.005956299840314542
ENSG0100483	GENE483	1.956	0.425	0.03466416152327667	0.005958740563507882
ENSG0117258	GENE17258	1.026	0.465	0.01504826692312744	0.005977721583222763
ENSG0111670	GENE11670	-4.133	0.249	0.24657312211672333	0.005979828464221409
ENSG0109290	GENE9290	4.609	0.258	0.3789434548025006	0.0059847693589497345
ENSG0109858	GENE9858	-0.812	0.487	0.012444497534385035	0.005994000276565521
ENSG0103912	GENE3912	3.346	0.238	0.1218781715585393	0.005999461906540408
ENSG0116928	GENE16928	5.526	0.207	0.8688624189282372	0.006011151071234982
ENSG0108299	GENE8299	-4.792	0.363	0.44888339980792225	0.006011471615210566
ENSG0117593	GENE17593	0.084	0.234	0.006485206934917498	0.006013102404619134
ENSG0113562	GENE13562	-1.137	0.453	0.016775306427922576	0.006031205412213515
ENSG0116646	GENE16646	0.227	0.144	0.007411555365968381	0.006043963608331084
ENSG0112530	GENE12530	3.782	0.403	0.18181812487120808	0.006044068166647391
ENSG0100928	GENE928	0.735	0.196	0.011737747375901941	0.006059192573008325
ENSG0115484	GENE15484	2.507	0.132	0.057904038013338655	0.006062367652554875
ENSG0103898	GENE3898	3.656	0.3	0.16277304127956316	0.006064212970849675
ENSG0114894	GENE14894	4.971	0.47	0.5338434355629987	0.006089990894862945
ENSG0109382	GENE9382	-3.166	0.271	0.10522085315913143	0.0060907280296938196
ENSG0107264	GENE7264	0.146	0.38	0.006953229314996312	0.006095995084151007
ENSG0115010	GENE15010	3.729	0.268	0.17530141139302624	0.0061142681371579586
ENSG0103515	GENE3515	-4.46	0.131	0.33893404604560273	0.006119811516391547
ENSG0106207	GENE6207	-1.081	0.148	0.01621383141044752	0.006126089960328173
ENSG0102704	GENE2704	0.449	0.102	0.009181089657454677	0.006131633214525849
ENSG0101699	GENE1699	4.179	0.446	0.26408440321460114	0.006142973259100774
ENSG0111371	GENE11371	4.605	0.395	0.38943424331611287	0.0061752082536928
ENSG0105030	GENE5030	-5.495	0.339	0.8680741881444501	0.006178819961304382
ENSG0107247	GENE7247	4.008	0.136	0.2284343005850641	0.006198866434278771
ENSG0101998	GENE1998	4.884	0.107	0.5035824695273804	0.006209699497679542
ENSG0110427	GENE10427	3.513	0.344	0.14668511928897443	0.006210001394058078
ENSG0104073	GENE4073	-5.346	0.246	0.7652176579891239	0.006225927379036332
ENSG0108746	GENE8746	-3.203	0.406	0.1113079098906743	0.006233467850374654
ENSG0108430	GENE8430	3.788	0.302	0.18857471936113157	0.006235004082666183
ENSG0113417	GENE13417	5.181	0.2	0.6609192487981972	0.006240671935439902
ENSG0109563	GENE9563	4.313	0.242	0.30305538391864384	0.0062473562091811706
ENSG0115640	GENE15640	-0.65	0.282	0.011230086985624887	0.006253824432033814
ENSG0108049	GENE8049	-1.485	0.486	0.023822482258942457	0.006258689580184261
ENSG0112901	GENE12901	0.249	0.437	0.007853181576983115	0.006274509207643145
ENSG0100810	GENE810	2.584	0.307	0.0644300732082016	0.0062956003378193065
ENSG0117218	GENE17218	5.622	0.485	0.9924708525242801	0.006297742472174632
ENSG0101785	GENE1785	0.197	0.318	0.007557038593751231	0.006328794341252074
ENSG0108237	GENE8237	0.416	0.345	0.009209113279404213	0.006332897503327495
ENSG0106372	GENE6372	5.431	0.238	0.8413001099920653	0.006338586142931745
ENSG0108163	GENE8163	-4.892	0.307	0.5180697139728172	0.006341881188837926
ENSG0117529	GENE17529	4.629	0.487	0.4100564360212876	0.006359553731769865
ENSG0109462	GENE9462	3.668	0.38	0.17284925507361648	0.00636939473543147
ENSG0110936	GENE10936	-4.161	0.241	0.26945924011850253	0.006369730053937811
ENSG0107809	GENE7809	-4.827	0.469	0.4907275308584681	0.006372187077411287
ENSG0107029	GENE7029	-1.473	0.383	0.023999384942310242	0.0063752750991693296
ENSG0112409	GENE12409	3.061	0.276	0.10061397204982059	0.006397983304660109
ENSG0117969	GENE17969	-4.073	0.146	0.25004412553242683	0.006399301297730816
ENSG0104483	GENE4483	3.528	0.33	0.15327661413829397	0.006405730410920817
ENSG0112403	GENE12403	4.787	0.368	0.4765151538441612	0.006413891748901715
ENSG0107308	GENE7308	-5.47	0.301	0.8858930548383598	0.006445113752101126
ENSG0100310	GENE310	-2.185	0.104	0.04610996078646268	0.006453932908430243
ENSG0111972	GENE11972	2.757	0.234	0.0778940616913264	0.006513706150211276
ENSG0115536	GENE15536	-2.52	0.419	0.0629605526790682	0.006520237070958317
ENSG0103505	GENE3505	0.796	0.354	0.01335217447361825	0.0065230300046055486
ENSG0112047	GENE12047	-4.71	0.473	0.452465364597591	0.006526719997945458
ENSG0111059	GENE11059	-0.511	0.281	0.01040160413479374	0.00656536146613622
ENSG0100136	GENE136	-5.379	0.261	0.8315345376594299	0.0065693662123224
ENSG0106344	GENE6344	-5.057	0.362	0.6235584868367382	0.006578228670988236
ENSG0106918	GENE6918	-0.501	0.267	0.010366539756823778	0.006603271553595588
ENSG0110767	GENE10767	1.537	0.284	0.0263801309418068	0.006613287632193214
ENSG0112594	GENE12594	1.578	0.382	0.027372137277188235	0.0066164074039740586
ENSG0116333	GENE16333	3.858	0.375	0.213428873071687	0.006624920001144563
ENSG0104853	GENE4853	3.392	0.278	0.14039656549688462	0.006631835304708179
ENSG0100409	GENE409	-5.024	0.454	0.6104414786530472	0.006634035744570338
ENSG0101502	GENE1502	1.41	0.231	0.0236252948826966	0.006639458863862497
ENSG0109239	GENE9239	-0.232	0.132	0.008190012041923711	0.006644284902658862
ENSG0105629	GENE5629	3.148	0.342	0.11313727055037692	0.006654956849478637
ENSG0107942	GENE7942	4.284	0.239	0.3156440506125834	0.006681457955848409
ENSG0103436	GENE3436	0.801	0.174	0.013774854445587903	0.006701568863999267
ENSG0109386	GENE9386	3.687	0.247	0.18509835881030345	0.006704391334381873
ENSG0110755	GENE10755	-1.082	0.149	0.01783261559285121	0.0067340964451304145
ENSG0100660	GENE660	1.576	0.254	0.02782105824882164	0.006734620264976122
ENSG0101154	GENE1154	-0.839	0.426	0.01433827237852181	0.0067367497045741805
ENSG0108332	GENE8332	-5.197	0.453	0.7262960737175554	0.006756611293085048
ENSG0117544	GENE17544	-5.357	0.347	0.8399728135890131	0.006766572908045362
ENSG0110997	GENE10997	-4.564	0.361	0.41144932240702614	0.006766654925095057
ENSG0113558	GENE13558	-0.456	0.312	0.010270460410816917	0.0068147028439366165
ENSG0102054	GENE2054	2.092	0.16	0.045026266416456795	0.006850075220925409
ENSG0107415	GENE7415	0.824	0.282	0.014399623276641016	0.006856974627892771
ENSG0113464	GENE13464	-1.157	0.383	0.019434000746377134	0.00685961811391055
ENSG0106036	GENE6036	4.139	0.455	0.2848508905305842	0.006864896361689299
ENSG0101498	GENE1498	5.162	0.199	0.7152660978531261	0.00686568492341941
ENSG0109820	GENE9820	-0.715	0.297	0.013088123028101695	0.006875937957971937
ENSG0100563	GENE563	4.94	0.47	0.5872896526924585	0.0068833963497941806
ENSG0107703	GENE7703	5.206	0.347	0.746625840516369	0.00688807584431852
ENSG0111946	GENE11946	4.157	0.357	0.29057044225015305	0.006891619841035307
ENSG0102831	GENE2831	-3.629	0.107	0.18172264985132902	0.006936612376859454
ENSG0106850	GENE6850	1.102	0.197	0.018705705333326716	0.006939978548427418
ENSG0113936	GENE13936	4.646	0.467	0.45600756630309314	0.00696724408327598
ENSG0115442	GENE15442	0.039	0.414	0.007218802646144606	0.0069718111183684475
ENSG0111882	GENE11882	5.247	0.342	0.7849847821163674	0.006979209287011233
ENSG0109616	GENE9616	0.813	0.347	0.01454112756872128	0.0069978773283874375
ENSG0111561	GENE11561	-0.819	0.12	0.01466534443853662	0.007019821611813231
ENSG0110449	GENE10449	0.962	0.49	0.016772239475175144	0.007055250908711284
ENSG0107169	GENE7169	-2.015	0.296	0.04334553845729039	0.007069414768224112
ENSG0103530	GENE3530	-5.369	0.243	0.8896107478313067	0.007089636537693456
ENSG0116103	GENE16103	4.974	0.217	0.6252605182703026	0.007107328292129837
ENSG0114992	GENE14992	-1.985	0.487	0.04246787681495667	0.007114518941674717
ENSG0101952	GENE1952	4.892	0.314	0.5811806450069055	0.007117862508546888
ENSG0109291	GENE9291	-2.423	0.378	0.06301156851175205	0.00711992142553146
ENSG0116350	GENE16350	-0.889	0.23	0.015851960744255433	0.007121370123466135
ENSG0117978	GENE17978	-0.227	0.452	0.0087509091586645	0.0071354559663172725
ENSG0116015	GENE16015	3.644	0.439	0.18950900925328418	0.0071362066512639976
ENSG0101919	GENE1919	-3.291	0.419	0.13830735535167304	0.00715436218600987
ENSG0105751	GENE5751	-0.84	0.23	0.015245145625737533	0.007156848535573821
ENSG0104896	GENE4896	-4.32	0.207	0.34965930790579414	0.007160218050929972
ENSG0102525	GENE2525	1.047	0.173	0.018388844770149015	0.007166514280372349
ENSG0103217	GENE3217	-5.07	0.193	0.6871810691490056	0.007168567634331004
ENSG0104493	GENE4493	-0.24	0.485	0.008893683937268748	0.007168629677633706
ENSG0107775	GENE7775	2.506	0.276	0.06841564454854565	0.0071718218772386395
ENSG0108575	GENE8575	0.933	0.339	0.0166173182271514	0.00717676994869413
ENSG0105269	GENE5269	5.29	0.177	0.8457559071915773	0.007236743683369329
ENSG0115813	GENE15813	-3.327	0.214	0.1454416851735323	0.0072805768028301335
ENSG0108083	GENE8083	1.591	0.133	0.03051584855987899	0.007285834298595329
ENSG0115574	GENE15574	-1.582	0.285	0.03030315671031447	0.007293650807491548
ENSG0100575	GENE575	4.957	0.171	0.6316232881305494	0.007295535518445382
ENSG0102017	GENE2017	3.463	0.474	0.16494180597122465	0.007307750179397488
ENSG0106840	GENE6840	0.483	0.284	0.011312854488120805	0.007322902936762994
ENSG0103581	GENE3581	-2.109	0.358	0.0489143323158997	0.007330398724319327
ENSG0103501	GENE3501	-0.533	0.175	0.011873724883586179	0.0073476543904494596
ENSG0112900	GENE12900	4.566	0.35	0.44850631190614454	0.007360792846648223
ENSG0111264	GENE11264	-5.118	0.332	0.737954375804372	0.007374369055750298
ENSG0102925	GENE2925	-3.574	0.331	0.184017188104605	0.007374577145570945
ENSG0101473	GENE1473	2.738	0.227	0.08679203315833262	0.007384112693159763
ENSG0114849	GENE14849	1.424	0.422	0.026616789090945114	0.007388054819624195
ENSG0112306	GENE12306	-2.374	0.415	0.06262302104658601	0.007394251119666059
ENSG0103409	GENE3409	1.468	0.476	0.027870870758599398	0.007433724966831538
ENSG0116069	GENE16069	1.551	0.359	0.030076964733549927	0.007446983603748076
ENSG0102572	GENE2572	1.399	0.21	0.02630610103741282	0.007471455565584135
ENSG0105211	GENE5211	4.222	0.42	0.33453713871995583	0.007484854771047815
ENSG0103553	GENE3553	-4.513	0.362	0.4350514661281186	0.0074894942315663305
ENSG0104200	GENE4200	-5.327	0.338	0.9075828219504257	0.007514592715727801
ENSG0106186	GENE6186	1.149	0.26	0.02122349831575443	0.0075448462177640984
ENSG0102682	GENE2682	1.391	0.292	0.0264220204401171	0.007556567423163323
ENSG0115349	GENE15349	0.339	0.287	0.010251786301832544	0.007556671287414708
ENSG0114361	GENE14361	-5.088	0.301	0.7370905907746783	0.007563149134727592
ENSG0103522	GENE3522	1.529	0.413	0.029985541623210432	0.007570083372970721
ENSG0113884	GENE13884	-2.818	0.431	0.09564164664418717	0.007570386739094593
ENSG0108897	GENE8897	-4.466	0.278	0.42168158603815475	0.007574981931147371
ENSG0108357	GENE8357	-1.591	0.324	0.0317568043432247	0.0075851494511266606
ENSG0112827	GENE12827	1.099	0.344	0.020481907645944042	0.007614028082331927
ENSG0106977	GENE6977	-1.893	0.328	0.041834895074295275	0.007616366164150427
ENSG0104923	GENE4923	-5.372	0.446	0.9593242917172604	0.007622741610137868
ENSG0114763	GENE14763	0.431	0.432	0.01125850793369354	0.007641902944852358
ENSG0102253	GENE2253	-3.835	0.241	0.24116096562782063	0.007642449642401269
ENSG0103932	GENE3932	-0.751	0.436	0.015031240245686806	0.00764695743718746
ENSG0104937	GENE4937	1.047	0.345	0.019618820756732602	0.007648947649477546
ENSG0101653	GENE1653	-4.027	0.206	0.28768896963452617	0.007670708146426001
ENSG0102397	GENE2397	5.208	0.254	0.834332055883355	0.007688984226446171
ENSG0106648	GENE6648	0.269	0.276	0.00981557708233649	0.0077071130147465
ENSG0111036	GENE11036	-0.668	0.168	0.014079839681034989	0.007720084724035877
ENSG0114489	GENE14489	3.527	0.349	0.18485789596538604	0.007731423472300824
ENSG0102502	GENE2502	4.217	0.216	0.3441995612786031	0.007737387102935088
ENSG0102904	GENE2904	1.606	0.448	0.03285081814351065	0.007744424281646002
ENSG0101287	GENE1287	0.542	0.499	0.01261511670809512	0.007748125405669907
ENSG0110169	GENE10169	-3.851	0.174	0.24820138512755296	0.00775792436273188
ENSG0107433	GENE7433	-3.557	0.115	0.1912031424545425	0.007783047928470707
ENSG0103961	GENE3961	2.016	0.187	0.04781839482999761	0.0077943895307111865
ENSG0104465	GENE4465	-1.205	0.213	0.023069262777343447	0.007802305328285327
ENSG0115623	GENE15623	-4.314	0.222	0.38016882999114876	0.007828852028073093
ENSG0100883	GENE883	1.652	0.418	0.03468462735242028	0.007840961503561537
ENSG0109761	GENE9761	4.917	0.425	0.6568223491662171	0.007862689209049348
ENSG0107178	GENE7178	1.105	0.492	0.021266663722887436	0.007864520329061939
ENSG0104882	GENE4882	0.521	0.12	0.012571984217507381	0.007869109601990288
ENSG0111400	GENE11400	-1.191	0.495	0.023005801801139536	0.007874836446948091
ENSG0113744	GENE13744	0.222	0.179	0.009623786033736481	0.007878198647518821
ENSG0104935	GENE4935	-5.222	0.361	0.8660807573615802	0.007881659020198826
ENSG0103333	GENE3333	-4.043	0.405	0.2999272614131645	0.00788607331071021
ENSG0112406	GENE12406	-0.544	0.498	0.012904654042132035	0.007907480728671215
ENSG0100035	GENE35	3.638	0.332	0.20919909892901256	0.007915229619683946
ENSG0113478	GENE13478	-2.016	0.199	0.04858328311434057	0.00791687341208816
ENSG0101123	GENE1123	3.765	0.349	0.2345899092130913	0.00792267243456954
ENSG0116038	GENE16038	-2.504	0.122	0.07548043462477216	0.00792418050318066
ENSG0102079	GENE2079	-0.58	0.321	0.013385155544215599	0.007944506486516317
ENSG0105032	GENE5032	-2.433	0.383	0.07103893009239848	0.007951982971064675
ENSG0104715	GENE4715	3.86	0.181	0.25719708527084206	0.007973055440979746
ENSG0102633	GENE2633	-4.643	0.381	0.5209760660075152	0.007979439840673239
ENSG0108388	GENE8388	4.781	0.359	0.5921278422759365	0.0080094850488031
ENSG0109658	GENE9658	4.449	0.271	0.4410232623608461	0.008040972147669929
ENSG0100736	GENE736	4.649	0.122	0.52835119465685	0.00805247416330172
ENSG0114543	GENE14543	-2.002	0.199	0.04881804876844853	0.008056396567520867
ENSG0112064	GENE12064	-3.454	0.325	0.18059285922386836	0.008065929657561713
ENSG0100339	GENE339	-5.094	0.179	0.7910146149683622	0.008077857820423305
ENSG0107728	GENE7728	2.853	0.347	0.10547272654028861	0.008092782186021504
ENSG0106793	GENE6793	3.104	0.204	0.13241549048925172	0.008101021567566478
ENSG0116424	GENE16424	-5.041	0.114	0.7568844018214675	0.008102117305903876
ENSG0106450	GENE6450	-2.114	0.395	0.05474782365070263	0.008164785785921114
ENSG0117446	GENE17446	3.131	0.364	0.13697291844425696	0.008179933112157025
ENSG0101980	GENE1980	2.87	0.41	0.10835235805662025	0.008185617248682605
ENSG0100018	GENE18	-2.629	0.353	0.08735264575736423	0.008199418219314813
ENSG0105347	GENE5347	-4.467	0.499	0.45734988313041847	0.008207190408544387
ENSG0113919	GENE13919	-2.502	0.2	0.0780378365789336	0.008212396951932701
ENSG0115418	GENE15418	-4.361	0.398	0.4167080539469855	0.008224334378134019
ENSG0110864	GENE10864	-4.583	0.232	0.5093144337525668	0.008238244299744487
ENSG0111176	GENE11176	-2.648	0.465	0.08942026117902258	0.008246684362957828
ENSG0112198	GENE12198	2.197	0.196	0.059813561858867104	0.008284201668994365
ENSG0106074	GENE6074	-5.0	0.333	0.7483663621972881	0.0083116671841686
ENSG0105149	GENE5149	1.81	0.268	0.042440398681189095	0.00832427780093658
ENSG0117142	GENE17142	-0.886	0.109	0.018487080151909252	0.008326519147013784
ENSG0103962	GENE3962	-4.994	0.21	0.7464364945872425	0.00833615582103211
ENSG0111636	GENE11636	-2.091	0.403	0.05474981540843038	0.008338713685952463
ENSG0103109	GENE3109	4.397	0.402	0.4361281670522774	0.008339692432323834
ENSG0115297	GENE15297	-3.411	0.453	0.17994150356171723	0.00835231315080848
ENSG0110779	GENE10779	0.15	0.165	0.009567277514943573	0.008359458415124327
ENSG0110791	GENE10791	-4.949	0.331	0.7204516976030262	0.008376140729866293
ENSG0107949	GENE7949	3.634	0.285	0.22113982265143395	0.008400959559696358
ENSG0103235	GENE3235	-2.919	0.296	0.11642894473423249	0.008413285993757158
ENSG0116623	GENE16623	-1.75	0.339	0.040673900887681746	0.00841948937525268
ENSG0107674	GENE7674	-1.727	0.299	0.039859158678042794	0.00842169174879794
ENSG0117731	GENE17731	-3.911	0.242	0.28513566427040715	0.008438617461184387
ENSG0115550	GENE15550	0.827	0.124	0.01777792718211979	0.008442113144087536
ENSG0114572	GENE14572	2.117	0.123	0.05677515251527543	0.008444453523463591
ENSG0111378	GENE11378	1.544	0.423	0.033912742584655264	0.0084470336867082
ENSG0117952	GENE17952	-1.696	0.432	0.038939485328699175	0.008459852703916124
ENSG0117977	GENE17977	4.321	0.199	0.4140756153000502	0.00847528911279606
ENSG0112540	GENE12540	-5.131	0.362	0.8584079641396777	0.008475499144113871
ENSG0110827	GENE10827	0.911	0.199	0.01926266917999897	0.008482352568268191
ENSG0116749	GENE16749	4.826	0.421	0.6534130998491947	0.008492249589923633
ENSG0101515	GENE1515	-5.279	0.362	0.9839083440833115	0.008504520206531077
ENSG0103714	GENE3714	-0.926	0.141	0.019591577916197367	0.008511527653723979
ENSG0117015	GENE17015	4.865	0.184	0.6788178133106354	0.008514493811048452
ENSG0117252	GENE17252	-0.688	0.431	0.015878857213718733	0.008550714028591788
ENSG0116086	GENE16086	-3.16	0.376	0.14703971779413239	0.008559634894993623
ENSG0109562	GENE9562	4.179	0.486	0.3688245057671877	0.008578520881657298
ENSG0111988	GENE11988	3.633	0.317	0.22620614970330155	0.008603007382267915
ENSG0115713	GENE15713	4.896	0.329	0.706140301720805	0.008611606252754544
ENSG0103620	GENE3620	-0.271	0.139	0.010992891262027293	0.008612838041002359
ENSG0116021	GENE16021	-3.387	0.283	0.18184963213369854	0.008629109028815056
ENSG0110492	GENE10492	-1.6	0.381	0.036539767978050364	0.008654943920525097
ENSG0111337	GENE11337	-4.2	0.22	0.3805883595570225	0.008682930681291038
ENSG0115866	GENE15866	-1.185	0.147	0.025324136464357494	0.008716356159864318
ENSG0105840	GENE5840	-3.002	0.266	0.12994943030919903	0.008719688518609037
ENSG0101890	GENE1890	0.128	0.389	0.009813327738901867	0.008748754303542668
ENSG0106342	GENE6342	-0.633	0.204	0.015468535299570041	0.008754184552021616
ENSG0116671	GENE16671	-2.404	0.319	0.076309353264163	0.008767998601060124
ENSG0108067	GENE8067	1.229	0.12	0.02649533473109389	0.008768188155040341
ENSG0102001	GENE2001	0.82	0.157	0.01837415299787859	0.008784938989692162
ENSG0117122	GENE17122	0.304	0.498	0.011557149253485721	0.00878839027956996
ENSG0104619	GENE4619	1.243	0.257	0.026975081795903022	0.00881088314165494
ENSG0116236	GENE16236	-2.771	0.381	0.10766901268634888	0.00889160356107316
ENSG0102968	GENE2968	1.24	0.303	0.0271595079294914	0.008897832541673234
ENSG0110022	GENE10022	0.939	0.36	0.02075833232420432	0.008916650522170281
ENSG0101572	GENE1572	1.064	0.215	0.023247619952700083	0.008924820534558009
ENSG0106914	GENE6914	3.995	0.231	0.32518010924861374	0.00892760356404283
ENSG0116023	GENE16023	-2.595	0.238	0.09234000488554017	0.00893153182075669
ENSG0106200	GENE6200	-1.621	0.196	0.038467110553906614	0.008944080745704205
ENSG0105238	GENE5238	-0.046	0.464	0.009371643425473808	0.008995316666780386
ENSG0102049	GENE2049	4.484	0.33	0.5089853706630745	0.008998778863037384
ENSG0103415	GENE3415	3.985	0.459	0.3253847943034268	0.009013769847738624
ENSG0107846	GENE7846	-2.624	0.434	0.0959198880698815	0.009043688564256734
ENSG0115716	GENE15716	4.017	0.323	0.33635468343371977	0.00905090380216809
ENSG0103985	GENE3985	1.642	0.322	0.039684824933294505	0.009056178366650932
ENSG0106962	GENE6962	-1.376	0.267	0.03125431471038509	0.00906034331489652
ENSG0115370	GENE15370	4.095	0.299	0.3622361499834341	0.00908695150041358
ENSG0112216	GENE12216	1.207	0.116	0.026966352993323728	0.009096242851919071
ENSG0112292	GENE12292	4.015	0.307	0.3373744292854376	0.00909863798281223
ENSG0107938	GENE7938	-1.533	0.192	0.036186972122137395	0.009104863832892562
ENSG0111014	GENE11014	-1.401	0.167	0.032131387887854745	0.009109612572968804
ENSG0103435	GENE3435	2.826	0.373	0.1159260320725366	0.009113896966486342
ENSG0107301	GENE7301	-1.483	0.374	0.034671349654816996	0.009124665752790095
ENSG0103707	GENE3707	-4.811	0.223	0.6932190302245659	0.00913005556026649
ENSG0108806	GENE8806	-4.747	0.311	0.6564036603296141	0.009158425601706672
ENSG0110991	GENE10991	-1.316	0.157	0.02998753216864458	0.009172400791803266
ENSG0108938	GENE8938	3.971	0.121	0.3276286280494931	0.00919280235130303
ENSG0100393	GENE393	2.685	0.251	0.10310053873545466	0.009204084883662767
ENSG0112336	GENE12336	3.83	0.467	0.2893024170010615	0.00921024830122964
ENSG0109835	GENE9835	-1.289	0.269	0.029374659143498127	0.00921130685727954
ENSG0114267	GENE14267	-2.424	0.226	0.08170512402566721	0.00921741611504313
ENSG0117881	GENE17881	-0.932	0.228	0.021333691763088414	0.00921847552665721
ENSG0106517	GENE6517	-5.16	0.357	0.9604086839763325	0.009237032718731253
ENSG0105910	GENE5910	0.967	0.2	0.0221001760770696	0.009252780598933816
ENSG0103834	GENE3834	3.739	0.445	0.2680378926061584	0.009262772666547979
ENSG0116427	GENE16427	0.357	0.467	0.012804972493755673	0.009282526760379637
ENSG0108086	GENE8086	-1.036	0.396	0.02362627829374575	0.009295354864707738
ENSG0109298	GENE9298	-2.748	0.32	0.11030769995219114	0.009299551353461851
ENSG0102607	GENE2607	4.07	0.196	0.3625601570397212	0.00930199049108472
ENSG0117081	GENE17081	1.607	0.35	0.03952971846283704	0.009306734751083937
ENSG0117983	GENE17983	-2.83	0.361	0.1188480010902534	0.009309398803662926
ENSG0113431	GENE13431	-4.488	0.313	0.5297324262104715	0.009327399912694483
ENSG0113504	GENE13504	-3.708	0.108	0.26246429423953377	0.009327783048472737
ENSG0115247	GENE15247	-4.688	0.278	0.6348128009461161	0.009337215795850371
ENSG0105657	GENE5657	1.665	0.369	0.04183469176058552	0.009344781964789016
ENSG0115444	GENE15444	2.032	0.364	0.058237724138429536	0.009353119350853593
ENSG0104876	GENE4876	4.842	0.483	0.731263377168325	0.009367393428654369
ENSG0113618	GENE13618	-1.583	0.137	0.03895925585197846	0.0093721655802567
ENSG0110242	GENE10242	-1.105	0.47	0.025337011429486633	0.009373600138448143
ENSG0116498	GENE16498	4.474	0.422	0.5267658993478165	0.00939725009228896
ENSG0101023	GENE1023	-1.905	0.118	0.05218314197089147	0.009398031911802529
ENSG0114622	GENE14622	3.28	0.152	0.18031934999744526	0.009420205691478726
ENSG0110552	GENE10552	3.994	0.368	0.34308943874647735	0.009426536882222086
ENSG0108659	GENE8659	2.159	0.178	0.06583373113724089	0.009434974643996171
ENSG0114519	GENE14519	1.666	0.16	0.04230496749126633	0.009443348460462384
ENSG0101741	GENE1741	3.753	0.136	0.27734131729794353	0.009465058173344873
ENSG0105382	GENE5382	-4.228	0.121	0.42550135542916623	0.009465296287296619
ENSG0103452	GENE3452	0.384	0.385	0.013401380402441765	0.009488359980371749
ENSG0107434	GENE7434	-0.895	0.444	0.021245496357505722	0.00949005708949948
ENSG0102782	GENE2782	1.236	0.237	0.028902366405139657	0.009499737625841826
ENSG0114254	GENE14254	3.216	0.337	0.17188701825834307	0.009514711648596108
ENSG0102767	GENE2767	-2.603	0.202	0.0991529827508768	0.009526661392933601
ENSG0107495	GENE7495	-4.579	0.422	0.5875841418641303	0.009537567153678022
ENSG0101434	GENE1434	-5.022	0.139	0.8761765517653297	0.009545035315908126
ENSG0114742	GENE14742	1.656	0.192	0.04265124875915083	0.009604743797167326
ENSG0101044	GENE1044	-2.241	0.208	0.0724404865926025	0.009638055449908743
ENSG0116659	GENE16659	4.579	0.207	0.5943889585975104	0.009642195168497106
ENSG0109692	GENE9692	0.807	0.344	0.019948113571456094	0.009646550693735064
ENSG0105352	GENE5352	4.379	0.413	0.49867816533589526	0.009691784269590347
ENSG0110823	GENE10823	0.273	0.105	0.01240100627409102	0.009700288997519303
ENSG0101145	GENE1145	2.029	0.132	0.06029013163041197	0.009708693055171783
ENSG0106895	GENE6895	4.759	0.126	0.7037683542770412	0.009710306314411426
ENSG0108986	GENE8986	-0.612	0.389	0.016911286593721542	0.009748258830684817
ENSG0111121	GENE11121	0.118	0.248	0.010850037185604844	0.009760544945001557
ENSG0111658	GENE11658	-4.656	0.418	0.6468422658826238	0.00979390079347745
ENSG0103352	GENE3352	3.828	0.331	0.307026214309571	0.009795516585362436
ENSG0115651	GENE15651	4.618	0.353	0.6256103219994888	0.009799136479724484
ENSG0101683	GENE1683	2.589	0.205	0.10070469151373329	0.009801415083906292
ENSG0107781	GENE7781	-4.627	0.183	0.6324681707114883	0.009827325295785885
ENSG0102415	GENE2415	5.1	0.254	0.9684922823459423	0.009831156421749103
ENSG0101307	GENE1307	-4.608	0.175	0.6223384844082746	0.009835122052321541
ENSG0111403	GENE11403	0.727	0.226	0.018967008076088754	0.009859203890827164
ENSG0115789	GENE15789	3.835	0.32	0.31161391439768993	0.00987805948887583
ENSG0102698	GENE2698	-1.323	0.494	0.032555099793447284	0.009895847436260203
ENSG0110636	GENE10636	3.788	0.243	0.29929156739984597	0.009898745334875255
ENSG0102311	GENE2311	3.575	0.182	0.24730884983332868	0.009908954330577478
ENSG0110809	GENE10809	-3.642	0.287	0.26330231756548517	0.009928464458253312
ENSG0117950	GENE17950	5.066	0.389	0.948502959349461	0.009929902199157466
ENSG0102577	GENE2577	4.941	0.493	0.8483090851208257	0.009941308690473459
ENSG0103919	GENE3919	1.849	0.185	0.05251380587404597	0.009947874312510896
ENSG0117522	GENE17522	1.573	0.336	0.04099872881000233	0.009948884329981707
ENSG0108982	GENE8982	-1.216	0.298	0.029745247368506034	0.009957093686773591
ENSG0101531	GENE1531	-4.585	0.245	0.6180145593086889	0.00997354339947192
ENSG0100724	GENE724	2.875	0.288	0.13288725366328913	0.009997278638223809
ENSG0111233	GENE11233	-2.439	0.104	0.09008693516979294	0.010033008358990375
ENSG0115083	GENE15083	2.347	0.131	0.0829986190192813	0.010037067602899446
ENSG0117221	GENE17221	-4.325	0.184	0.492297472475523	0.010037584951621603
